<DATE>;<BALANCE>;<EQUITY>;<DEPOSIT LOAD>
2017.07.11 11:17;12529.00;12529.00;0.0000
2017.07.11 11:17;12529.00;12529.00;0.0000
2017.07.13 11:06;12524.00;12555.00;0.0000
2017.07.13 11:16;12524.00;12510.00;0.0000
2017.07.13 12:15;12524.00;12524.00;0.0000
2017.07.14 10:31;12540.00;12548.00;0.0000
2017.07.14 10:56;12540.00;12487.00;0.0000
2017.07.14 12:15;12540.00;12540.00;0.0000
2017.07.17 09:18;12574.00;12538.00;0.0000
2017.07.17 09:32;12574.00;12575.00;0.0000
2017.07.17 09:32;12574.00;12574.00;0.0000
2017.07.17 11:52;12593.00;12573.00;0.0000
2017.07.17 12:05;12593.00;12603.00;0.0000
2017.07.17 12:15;12593.00;12593.00;0.0000
2017.07.18 09:42;12617.00;12580.00;0.0000
2017.07.18 10:19;12617.00;12618.00;0.0000
2017.07.18 10:19;12617.00;12617.00;0.0000
2017.07.18 11:38;12616.00;12627.00;0.0000
2017.07.18 11:49;12616.00;12594.00;0.0000
2017.07.18 12:15;12616.00;12616.00;0.0000
2017.07.19 10:36;12642.00;12585.00;0.0000
2017.07.19 11:15;12642.00;12643.00;0.0000
2017.07.19 11:15;12642.00;12642.00;0.0000
2017.07.20 10:30;12663.00;12601.00;0.0000
2017.07.20 10:48;12663.00;12664.00;0.0000
2017.07.20 10:48;12663.00;12663.00;0.0000
2017.07.21 10:01;12693.00;12662.00;0.0000
2017.07.21 10:12;12693.00;12694.00;0.0000
2017.07.21 10:12;12693.00;12693.00;0.0000
2017.07.21 10:20;12729.00;12692.00;0.0000
2017.07.21 10:22;12729.00;12729.00;0.0000
